file_name,split,label
img_96.npy,train,7.0
img_97.npy,train,8.0
img_98.npy,train,1.0
img_99.npy,train,1.0
img_100.npy,train,1.0
img_101.npy,train,6.0
img_102.npy,train,7.0
img_103.npy,train,6.0
img_104.npy,train,4.0
img_105.npy,train,6.0
img_106.npy,train,7.0
img_107.npy,train,9.0
img_108.npy,train,9.0
img_109.npy,train,8.0
img_110.npy,train,3.0
img_111.npy,train,7.0
img_112.npy,train,7.0
img_113.npy,train,5.0
img_114.npy,train,9.0
img_115.npy,train,8.0
img_116.npy,train,7.0
img_117.npy,train,5.0
img_118.npy,train,3.0
img_119.npy,train,4.0
img_120.npy,train,4.0
img_121.npy,train,8.0
img_122.npy,train,3.0
img_123.npy,train,7.0
img_124.npy,train,1.0
img_125.npy,train,4.0
img_126.npy,train,4.0
img_127.npy,train,4.0
img_128.npy,train,1.0
img_129.npy,train,9.0
img_130.npy,train,9.0
img_131.npy,train,4.0
img_132.npy,train,9.0
img_133.npy,train,8.0
img_134.npy,train,1.0
img_135.npy,train,9.0
img_136.npy,train,8.0
img_137.npy,train,6.0
img_138.npy,train,4.0
img_139.npy,train,3.0
img_140.npy,train,0.0
img_141.npy,train,9.0
img_142.npy,train,5.0
img_143.npy,train,1.0
img_144.npy,train,4.0
img_145.npy,train,2.0
img_146.npy,train,9.0
img_147.npy,train,3.0
img_148.npy,train,2.0
img_149.npy,train,0.0
img_150.npy,train,9.0
img_151.npy,train,1.0
img_152.npy,train,5.0
img_153.npy,train,3.0
img_154.npy,train,0.0
img_155.npy,train,0.0
img_156.npy,train,7.0
img_157.npy,train,1.0
img_158.npy,train,5.0
img_159.npy,train,3.0
img_160.npy,train,5.0
img_161.npy,train,1.0
img_162.npy,train,8.0
img_163.npy,train,4.0
img_164.npy,train,3.0
img_165.npy,train,9.0
img_166.npy,train,9.0
img_167.npy,train,9.0
img_168.npy,train,6.0
img_169.npy,train,7.0
img_170.npy,train,1.0
img_171.npy,train,3.0
img_172.npy,train,0.0
img_173.npy,train,0.0
img_174.npy,train,1.0
img_175.npy,train,2.0
img_176.npy,train,5.0
img_177.npy,train,4.0
img_178.npy,train,9.0
img_179.npy,train,2.0
img_180.npy,train,1.0
img_181.npy,train,3.0
img_182.npy,train,1.0
img_183.npy,train,8.0
img_184.npy,train,4.0
img_185.npy,train,9.0
img_186.npy,train,8.0
img_187.npy,train,3.0
img_188.npy,train,7.0
img_189.npy,train,5.0
img_190.npy,train,2.0
img_191.npy,train,3.0
img_192.npy,train,9.0
img_193.npy,train,3.0
img_194.npy,train,1.0
img_195.npy,train,4.0
img_196.npy,train,5.0
img_197.npy,train,0.0
img_198.npy,train,0.0
img_199.npy,train,2.0
img_200.npy,train,3.0
img_201.npy,train,1.0
img_202.npy,train,5.0
img_203.npy,train,7.0
img_204.npy,train,6.0
img_205.npy,train,4.0
img_206.npy,train,6.0
img_207.npy,train,5.0
img_208.npy,train,3.0
img_209.npy,train,8.0
img_210.npy,train,8.0
img_211.npy,train,4.0
img_212.npy,train,1.0
img_213.npy,train,4.0
img_214.npy,train,0.0
img_215.npy,train,3.0
img_216.npy,train,6.0
img_217.npy,train,6.0
img_218.npy,train,0.0
img_219.npy,train,5.0
img_220.npy,train,9.0
img_221.npy,train,6.0
img_222.npy,train,3.0
img_223.npy,train,7.0
img_224.npy,train,4.0
img_225.npy,train,7.0
img_226.npy,train,1.0
img_227.npy,train,7.0
img_228.npy,train,4.0
img_229.npy,train,2.0
img_230.npy,train,9.0
img_231.npy,train,6.0
img_232.npy,train,7.0
img_233.npy,train,0.0
img_234.npy,train,1.0
img_235.npy,train,1.0
img_236.npy,train,3.0
img_237.npy,train,8.0
img_238.npy,train,3.0
img_239.npy,train,6.0
img_240.npy,train,4.0
img_241.npy,train,8.0
img_242.npy,train,2.0
img_243.npy,train,2.0
img_244.npy,train,8.0
img_245.npy,train,5.0
img_246.npy,train,1.0
img_247.npy,train,0.0
img_248.npy,train,7.0
img_249.npy,train,3.0
img_250.npy,train,8.0
img_251.npy,train,5.0
img_252.npy,train,6.0
img_253.npy,train,7.0
img_254.npy,train,1.0
img_255.npy,train,7.0
img_256.npy,train,2.0
img_257.npy,train,0.0
img_258.npy,train,9.0
img_259.npy,train,7.0
img_260.npy,train,2.0
img_261.npy,train,4.0
img_262.npy,train,9.0
img_263.npy,train,0.0
img_264.npy,train,3.0
img_265.npy,train,2.0
img_266.npy,train,5.0
img_267.npy,train,5.0
img_268.npy,train,8.0
img_269.npy,train,6.0
img_270.npy,train,7.0
img_271.npy,train,7.0
img_272.npy,train,9.0
img_273.npy,train,9.0
img_274.npy,train,6.0
img_275.npy,train,6.0
img_276.npy,train,0.0
img_277.npy,train,9.0
img_278.npy,train,2.0
img_279.npy,train,2.0
img_280.npy,train,5.0
img_281.npy,train,4.0
img_282.npy,train,8.0
img_283.npy,train,6.0
img_284.npy,train,8.0
img_285.npy,train,7.0
img_286.npy,train,7.0
img_287.npy,train,8.0
img_288.npy,train,8.0
img_289.npy,train,3.0
img_290.npy,train,9.0
img_291.npy,train,0.0
img_292.npy,train,0.0
img_293.npy,train,5.0
img_294.npy,train,7.0
img_295.npy,train,1.0
img_296.npy,train,3.0
img_297.npy,train,4.0
img_298.npy,train,1.0
img_299.npy,train,2.0
img_300.npy,train,1.0
img_301.npy,train,7.0
img_302.npy,train,0.0
img_303.npy,train,6.0
img_304.npy,train,1.0
img_305.npy,train,4.0
img_306.npy,train,1.0
img_307.npy,train,8.0
img_308.npy,train,4.0
img_309.npy,train,7.0
img_310.npy,train,5.0
img_311.npy,train,3.0
img_312.npy,train,1.0
img_313.npy,train,2.0
img_314.npy,train,8.0
img_315.npy,train,8.0
img_316.npy,train,8.0
img_317.npy,train,6.0
img_318.npy,train,3.0
img_319.npy,train,5.0
img_320.npy,train,7.0
img_321.npy,train,3.0
img_322.npy,train,2.0
img_323.npy,train,9.0
img_324.npy,train,0.0
img_325.npy,train,3.0
img_326.npy,train,2.0
img_327.npy,train,6.0
img_328.npy,train,4.0
img_329.npy,train,2.0
img_330.npy,train,3.0
img_331.npy,train,5.0
img_332.npy,train,3.0
img_333.npy,train,8.0
img_334.npy,train,6.0
img_335.npy,train,4.0
img_336.npy,train,4.0
img_337.npy,train,0.0
img_338.npy,train,2.0
img_339.npy,train,8.0
img_340.npy,train,4.0
img_341.npy,train,5.0
img_342.npy,train,8.0
img_343.npy,train,7.0
img_344.npy,train,8.0
img_345.npy,train,1.0
img_346.npy,train,2.0
img_347.npy,train,0.0
img_348.npy,train,7.0
img_349.npy,train,5.0
img_350.npy,train,9.0
img_351.npy,train,9.0
img_352.npy,train,5.0
img_353.npy,train,6.0
img_354.npy,train,9.0
img_355.npy,train,7.0
img_356.npy,train,1.0
img_357.npy,train,2.0
img_358.npy,train,9.0
img_359.npy,train,6.0
img_360.npy,train,2.0
img_361.npy,train,3.0
img_362.npy,train,7.0
img_363.npy,train,6.0
img_364.npy,train,4.0
img_365.npy,train,3.0
img_366.npy,train,1.0
img_367.npy,train,6.0
img_368.npy,train,0.0
img_369.npy,train,4.0
img_370.npy,train,5.0
img_371.npy,train,2.0
img_372.npy,train,0.0
img_373.npy,train,1.0
img_374.npy,train,1.0
img_375.npy,train,5.0
img_376.npy,train,5.0
img_377.npy,train,6.0
img_378.npy,train,8.0
img_379.npy,train,2.0
img_380.npy,train,7.0
img_381.npy,train,0.0
img_382.npy,train,5.0
img_383.npy,train,4.0
img_384.npy,train,7.0
img_385.npy,train,5.0
img_386.npy,train,8.0
img_387.npy,train,4.0
img_388.npy,train,6.0
img_389.npy,train,4.0
img_390.npy,train,1.0
img_391.npy,train,1.0
img_392.npy,train,5.0
img_393.npy,train,5.0
img_394.npy,train,5.0
img_395.npy,train,6.0
img_396.npy,train,1.0
img_397.npy,train,4.0
img_398.npy,train,1.0
img_399.npy,train,7.0
img_400.npy,train,6.0
img_401.npy,train,4.0
img_402.npy,train,9.0
img_403.npy,train,5.0
img_404.npy,train,1.0
img_405.npy,train,1.0
img_406.npy,train,8.0
img_407.npy,train,1.0
img_408.npy,train,3.0
img_409.npy,train,7.0
img_410.npy,train,1.0
img_411.npy,train,6.0
img_412.npy,train,7.0
img_413.npy,train,9.0
img_414.npy,train,5.0
img_415.npy,train,2.0
img_416.npy,train,1.0
img_417.npy,train,0.0
img_418.npy,train,5.0
img_419.npy,train,3.0
img_420.npy,train,4.0
img_421.npy,train,0.0
img_422.npy,train,6.0
img_423.npy,train,3.0
img_424.npy,train,8.0
img_425.npy,train,5.0
img_426.npy,train,3.0
img_427.npy,train,8.0
img_428.npy,train,3.0
img_429.npy,train,6.0
img_430.npy,train,4.0
img_431.npy,train,6.0
img_432.npy,train,2.0
img_433.npy,train,4.0
img_434.npy,train,5.0
img_435.npy,train,6.0
img_436.npy,train,7.0
img_437.npy,train,7.0
img_438.npy,train,7.0
img_439.npy,train,4.0
img_440.npy,train,6.0
img_441.npy,train,3.0
img_442.npy,train,1.0
img_443.npy,train,0.0
img_444.npy,train,2.0
img_445.npy,train,7.0
img_446.npy,train,6.0
img_447.npy,train,6.0
img_448.npy,train,1.0
img_449.npy,train,7.0
img_450.npy,train,8.0
img_451.npy,train,2.0
img_452.npy,train,1.0
img_453.npy,train,9.0
img_454.npy,train,9.0
img_455.npy,train,4.0
img_456.npy,train,9.0
img_457.npy,train,3.0
img_458.npy,train,3.0
img_459.npy,train,5.0
img_460.npy,train,6.0
img_461.npy,train,7.0
img_462.npy,train,0.0
img_463.npy,train,7.0
img_464.npy,train,6.0
img_465.npy,train,5.0
img_466.npy,train,4.0
img_467.npy,train,8.0
img_468.npy,train,9.0
img_469.npy,train,9.0
img_470.npy,train,1.0
img_471.npy,train,3.0
img_472.npy,train,2.0
img_473.npy,train,7.0
img_474.npy,train,4.0
img_475.npy,train,2.0
img_476.npy,train,0.0
img_477.npy,train,2.0
img_478.npy,train,9.0
img_479.npy,train,7.0
img_480.npy,train,0.0
img_481.npy,train,4.0
img_482.npy,train,2.0
img_483.npy,train,9.0
img_484.npy,train,0.0
img_485.npy,train,2.0
img_486.npy,train,6.0
img_487.npy,train,6.0
img_488.npy,train,7.0
img_489.npy,train,7.0
img_490.npy,train,1.0
img_491.npy,train,5.0
img_492.npy,train,9.0
img_493.npy,train,8.0
img_494.npy,train,7.0
img_495.npy,train,3.0
img_496.npy,train,5.0
img_497.npy,train,4.0
img_498.npy,train,0.0
img_499.npy,train,7.0
img_500.npy,train,2.0
img_501.npy,train,4.0
img_502.npy,train,6.0
img_503.npy,train,0.0
img_504.npy,train,4.0
img_505.npy,train,7.0
img_506.npy,train,6.0
img_507.npy,train,0.0
img_508.npy,train,3.0
img_509.npy,train,3.0
img_510.npy,train,2.0
img_511.npy,train,2.0
img_512.npy,train,1.0
img_513.npy,train,1.0
img_514.npy,train,2.0
img_515.npy,train,4.0
img_516.npy,train,8.0
img_517.npy,train,0.0
img_518.npy,train,7.0
img_519.npy,train,2.0
img_520.npy,train,2.0
img_521.npy,train,0.0
img_522.npy,train,6.0
img_523.npy,train,9.0
img_524.npy,train,1.0
img_525.npy,train,5.0
img_526.npy,train,1.0
img_527.npy,train,3.0
img_528.npy,train,8.0
img_529.npy,train,8.0
img_530.npy,train,6.0
img_531.npy,train,2.0
img_532.npy,train,5.0
img_533.npy,train,7.0
img_534.npy,train,3.0
img_535.npy,train,1.0
img_536.npy,train,2.0
img_537.npy,train,8.0
img_538.npy,train,2.0
img_539.npy,train,6.0
img_540.npy,train,6.0
img_541.npy,train,8.0
img_542.npy,train,6.0
img_543.npy,train,5.0
img_544.npy,train,9.0
img_545.npy,train,1.0
img_546.npy,train,7.0
img_547.npy,train,5.0
img_548.npy,train,7.0
img_549.npy,train,6.0
img_550.npy,train,2.0
img_551.npy,train,8.0
img_552.npy,train,1.0
img_553.npy,train,0.0
img_554.npy,train,9.0
img_555.npy,train,5.0
img_556.npy,train,8.0
img_557.npy,train,6.0
img_558.npy,train,1.0
img_559.npy,train,0.0
img_560.npy,train,2.0
img_561.npy,train,9.0
img_562.npy,train,3.0
img_563.npy,train,1.0
img_564.npy,train,0.0
img_565.npy,train,1.0
img_566.npy,train,7.0
img_567.npy,train,0.0
img_568.npy,train,1.0
img_569.npy,train,8.0
img_570.npy,train,9.0
img_571.npy,train,6.0
img_572.npy,train,1.0
img_573.npy,train,2.0
img_574.npy,train,7.0
img_575.npy,train,5.0
img_576.npy,train,3.0
img_577.npy,train,9.0
img_578.npy,train,4.0
img_579.npy,train,7.0
img_580.npy,train,2.0
img_581.npy,train,2.0
img_582.npy,train,6.0
img_583.npy,train,1.0
img_584.npy,train,9.0
img_585.npy,train,2.0
img_586.npy,train,8.0
img_587.npy,train,0.0
img_588.npy,train,7.0
img_589.npy,train,4.0
img_590.npy,train,7.0
img_591.npy,train,3.0
img_592.npy,train,4.0
img_593.npy,train,2.0
img_594.npy,train,2.0
img_595.npy,train,9.0
img_596.npy,train,7.0
img_597.npy,train,9.0
img_598.npy,train,3.0
img_599.npy,train,7.0
img_600.npy,train,4.0
img_601.npy,train,6.0
img_602.npy,train,4.0
img_603.npy,train,0.0
img_604.npy,train,8.0
img_605.npy,train,7.0
img_606.npy,train,4.0
img_607.npy,train,9.0
img_608.npy,train,5.0
img_609.npy,train,5.0
img_610.npy,train,7.0
img_611.npy,train,8.0
img_612.npy,train,5.0
img_613.npy,train,5.0
img_614.npy,train,5.0
img_615.npy,train,4.0
img_616.npy,train,7.0
img_617.npy,train,9.0
img_618.npy,train,1.0
img_619.npy,train,0.0
img_620.npy,train,4.0
img_621.npy,train,9.0
img_622.npy,train,1.0
img_623.npy,train,1.0
img_624.npy,train,9.0
img_625.npy,train,8.0
img_626.npy,train,1.0
img_627.npy,train,5.0
img_628.npy,train,1.0
img_629.npy,train,5.0
img_630.npy,train,5.0
img_631.npy,train,7.0
img_632.npy,train,8.0
img_633.npy,train,2.0
img_634.npy,train,9.0
img_635.npy,train,4.0
img_636.npy,train,4.0
img_637.npy,train,5.0
img_638.npy,train,9.0
img_639.npy,train,6.0
img_640.npy,train,4.0
img_641.npy,train,6.0
img_642.npy,train,2.0
img_643.npy,train,6.0
img_644.npy,train,0.0
img_645.npy,train,4.0
img_646.npy,train,4.0
img_647.npy,train,7.0
img_648.npy,train,5.0
img_649.npy,train,9.0
img_650.npy,train,0.0
img_651.npy,train,6.0
img_652.npy,train,9.0
img_653.npy,train,9.0
img_654.npy,train,4.0
img_655.npy,train,9.0
img_656.npy,train,1.0
img_657.npy,train,8.0
img_658.npy,train,3.0
img_659.npy,train,3.0
img_660.npy,train,3.0
img_661.npy,train,8.0
img_662.npy,train,0.0
img_663.npy,train,6.0
img_664.npy,train,8.0
img_665.npy,train,8.0
img_666.npy,train,7.0
img_667.npy,train,9.0
img_668.npy,train,4.0
img_669.npy,train,5.0
img_670.npy,train,2.0
img_671.npy,train,1.0
img_672.npy,train,8.0
img_673.npy,train,3.0
img_674.npy,train,2.0
img_675.npy,train,0.0
img_676.npy,train,2.0
img_677.npy,train,8.0
img_678.npy,train,1.0
img_679.npy,train,0.0
img_680.npy,train,3.0
img_681.npy,train,7.0
img_682.npy,train,4.0
img_683.npy,train,7.0
img_684.npy,train,3.0
img_685.npy,train,3.0
img_686.npy,train,7.0
img_687.npy,train,4.0
img_688.npy,train,6.0
img_689.npy,train,7.0
img_690.npy,train,1.0
img_691.npy,train,8.0
img_692.npy,train,8.0
img_693.npy,train,4.0
img_694.npy,train,0.0
img_695.npy,train,1.0
img_696.npy,train,5.0
img_697.npy,train,1.0
img_698.npy,train,7.0
img_699.npy,train,6.0
img_700.npy,train,2.0
img_701.npy,train,5.0
img_702.npy,train,7.0
img_703.npy,train,4.0
img_704.npy,train,2.0
img_705.npy,train,7.0
img_706.npy,train,6.0
img_707.npy,train,6.0
img_708.npy,train,4.0
img_709.npy,train,9.0
img_710.npy,train,7.0
img_711.npy,train,0.0
img_712.npy,train,9.0
img_713.npy,train,6.0
img_714.npy,train,5.0
img_715.npy,train,1.0
img_716.npy,train,2.0
img_717.npy,train,8.0
img_718.npy,train,8.0
img_719.npy,train,6.0
img_720.npy,train,8.0
img_721.npy,train,5.0
img_722.npy,train,2.0
img_723.npy,train,6.0
img_724.npy,train,0.0
img_725.npy,train,5.0
img_726.npy,train,5.0
img_727.npy,train,4.0
img_728.npy,train,1.0
img_729.npy,train,0.0
img_730.npy,train,0.0
img_731.npy,train,3.0
img_732.npy,train,1.0
img_733.npy,train,5.0
img_734.npy,train,4.0
img_735.npy,train,3.0
img_736.npy,train,8.0
img_737.npy,train,4.0
img_738.npy,train,7.0
img_739.npy,train,2.0
img_740.npy,train,0.0
img_741.npy,train,9.0
img_742.npy,train,2.0
img_743.npy,train,4.0
img_744.npy,train,0.0
img_745.npy,train,9.0
img_746.npy,train,7.0
img_747.npy,train,9.0
img_748.npy,train,7.0
img_749.npy,train,0.0
img_750.npy,train,6.0
img_751.npy,train,6.0
img_752.npy,train,5.0
img_753.npy,train,1.0
img_754.npy,train,9.0
img_755.npy,train,9.0
img_756.npy,train,9.0
img_757.npy,train,2.0
img_758.npy,train,0.0
img_759.npy,train,5.0
img_760.npy,train,6.0
img_761.npy,train,3.0
img_762.npy,train,7.0
img_763.npy,train,6.0
img_764.npy,train,5.0
img_765.npy,train,2.0
img_766.npy,train,0.0
img_767.npy,train,9.0
img_768.npy,train,5.0
img_769.npy,train,5.0
img_770.npy,train,0.0
img_771.npy,train,3.0
img_772.npy,train,9.0
img_773.npy,train,8.0
img_774.npy,train,8.0
img_775.npy,train,8.0
img_776.npy,train,0.0
img_777.npy,train,2.0
img_778.npy,train,7.0
img_779.npy,train,3.0
img_780.npy,train,3.0
img_781.npy,train,4.0
img_782.npy,train,7.0
img_783.npy,train,4.0
img_784.npy,train,8.0
img_785.npy,train,2.0
img_786.npy,train,1.0
img_787.npy,train,0.0
img_788.npy,train,9.0
img_789.npy,train,3.0
img_790.npy,train,1.0
img_791.npy,train,3.0
img_792.npy,train,9.0
img_793.npy,train,9.0
img_794.npy,train,6.0
img_795.npy,train,0.0
img_796.npy,train,9.0
img_797.npy,train,3.0
img_798.npy,train,7.0
img_799.npy,train,2.0
img_800.npy,train,7.0
img_801.npy,train,4.0
img_802.npy,train,3.0
img_803.npy,train,5.0
img_804.npy,train,8.0
img_805.npy,train,8.0
img_806.npy,train,3.0
img_807.npy,train,0.0
img_808.npy,train,0.0
img_809.npy,train,7.0
img_810.npy,train,2.0
img_811.npy,train,7.0
img_812.npy,train,4.0
img_813.npy,train,1.0
img_814.npy,train,9.0
img_815.npy,train,5.0
img_816.npy,train,7.0
img_817.npy,train,3.0
img_818.npy,train,4.0
img_819.npy,train,1.0
img_820.npy,train,3.0
img_821.npy,train,7.0
img_822.npy,train,6.0
img_823.npy,train,1.0
img_824.npy,train,7.0
img_825.npy,train,1.0
img_826.npy,train,8.0
img_827.npy,train,3.0
img_828.npy,train,7.0
img_829.npy,train,7.0
img_830.npy,train,5.0
img_831.npy,train,2.0
img_832.npy,train,3.0
img_833.npy,train,2.0
img_834.npy,train,0.0
img_835.npy,train,3.0
img_836.npy,train,4.0
img_837.npy,train,7.0
img_838.npy,train,5.0
img_839.npy,train,6.0
img_840.npy,train,2.0
img_841.npy,train,5.0
img_842.npy,train,2.0
img_843.npy,train,1.0
img_844.npy,train,4.0
img_845.npy,train,4.0
img_846.npy,train,6.0
img_847.npy,train,5.0
img_848.npy,train,9.0
img_849.npy,train,4.0
img_850.npy,train,3.0
img_851.npy,train,0.0
img_852.npy,train,1.0
img_853.npy,train,6.0
img_854.npy,train,9.0
img_855.npy,train,1.0
img_856.npy,train,6.0
img_857.npy,train,9.0
img_858.npy,train,0.0
img_859.npy,train,1.0
img_860.npy,train,3.0
img_861.npy,train,4.0
img_862.npy,train,6.0
img_863.npy,train,6.0
img_864.npy,train,5.0
img_865.npy,train,1.0
img_866.npy,train,2.0
img_867.npy,train,7.0
img_868.npy,train,5.0
img_869.npy,train,1.0
img_870.npy,train,5.0
img_871.npy,train,2.0
img_872.npy,train,2.0
img_873.npy,train,7.0
img_874.npy,train,8.0
img_875.npy,train,1.0
img_876.npy,train,1.0
img_877.npy,train,6.0
img_878.npy,train,5.0
img_879.npy,train,3.0
img_880.npy,train,5.0
img_881.npy,train,8.0
img_882.npy,train,7.0
img_883.npy,train,4.0
img_884.npy,train,1.0
img_885.npy,train,4.0
img_886.npy,train,3.0
img_887.npy,train,0.0
img_888.npy,train,2.0
img_889.npy,train,9.0
img_890.npy,train,1.0
img_891.npy,train,1.0
img_892.npy,train,1.0
img_893.npy,train,3.0
img_894.npy,train,3.0
img_895.npy,train,3.0
img_896.npy,train,8.0
img_897.npy,train,1.0
img_898.npy,train,1.0
img_899.npy,train,6.0
img_900.npy,train,4.0
img_901.npy,train,9.0
img_902.npy,train,9.0
img_903.npy,train,2.0
img_904.npy,train,2.0
img_905.npy,train,9.0
img_906.npy,train,9.0
img_907.npy,train,2.0
img_908.npy,train,9.0
img_909.npy,train,5.0
img_910.npy,train,1.0
img_911.npy,train,3.0
img_912.npy,train,0.0
img_913.npy,train,8.0
img_914.npy,train,7.0
img_915.npy,train,0.0
img_916.npy,train,4.0
img_917.npy,train,7.0
img_918.npy,train,9.0
img_919.npy,train,2.0
img_920.npy,train,2.0
img_921.npy,train,7.0
img_922.npy,train,3.0
img_923.npy,train,4.0
img_924.npy,train,2.0
img_925.npy,train,6.0
img_926.npy,train,4.0
img_927.npy,train,3.0
img_928.npy,train,2.0
img_929.npy,train,4.0
img_930.npy,train,9.0
img_931.npy,train,3.0
img_932.npy,train,9.0
img_933.npy,train,3.0
img_934.npy,train,9.0
img_935.npy,train,2.0
img_936.npy,train,9.0
img_937.npy,train,3.0
img_938.npy,train,6.0
img_939.npy,train,6.0
img_940.npy,train,1.0
img_941.npy,train,9.0
img_942.npy,train,2.0
img_943.npy,train,6.0
img_944.npy,train,6.0
img_945.npy,train,5.0
img_946.npy,train,7.0
img_947.npy,train,4.0
img_948.npy,train,9.0
img_949.npy,train,8.0
img_950.npy,train,9.0
img_951.npy,train,1.0
img_952.npy,train,4.0
img_953.npy,train,4.0
img_954.npy,train,6.0
img_955.npy,train,9.0
img_956.npy,train,4.0
img_957.npy,train,0.0
img_958.npy,train,5.0
img_959.npy,train,0.0
img_960.npy,train,7.0
img_961.npy,train,0.0
img_962.npy,train,3.0
img_963.npy,train,6.0
img_964.npy,train,4.0
img_965.npy,train,4.0
img_966.npy,train,5.0
img_967.npy,train,0.0
img_968.npy,train,9.0
img_969.npy,train,1.0
img_970.npy,train,7.0
img_971.npy,train,3.0
img_972.npy,train,8.0
img_973.npy,train,8.0
img_974.npy,train,3.0
img_975.npy,train,3.0
img_976.npy,train,9.0
img_977.npy,train,0.0
img_978.npy,train,5.0
img_979.npy,train,5.0
img_980.npy,train,5.0
img_981.npy,train,7.0
img_982.npy,train,4.0
img_983.npy,train,0.0
img_984.npy,train,8.0
img_985.npy,train,9.0
img_986.npy,train,8.0
img_987.npy,train,4.0
img_988.npy,train,4.0
img_989.npy,train,5.0
img_990.npy,train,1.0
img_991.npy,train,4.0
img_992.npy,train,0.0
img_993.npy,train,1.0
img_994.npy,train,2.0
img_995.npy,train,8.0
img_996.npy,train,9.0
img_997.npy,train,6.0
img_998.npy,train,5.0
img_999.npy,train,2.0
img_1000.npy,train,0.0
img_1001.npy,train,7.0
img_1002.npy,train,2.0
img_1003.npy,train,8.0
img_1004.npy,train,9.0
img_1005.npy,train,8.0
img_1006.npy,train,0.0
img_1007.npy,train,0.0
img_1008.npy,train,0.0
img_1009.npy,train,5.0
img_1010.npy,train,5.0
img_1011.npy,train,4.0
img_1012.npy,train,8.0
img_1013.npy,train,7.0
img_1014.npy,train,1.0
img_1015.npy,train,9.0
img_1016.npy,train,3.0
img_1017.npy,train,9.0
img_1018.npy,train,7.0
img_1019.npy,train,9.0
img_1020.npy,train,6.0
img_1021.npy,train,1.0
img_1022.npy,train,9.0
img_1023.npy,train,5.0
img_1024.npy,train,3.0
img_1025.npy,train,6.0
img_1026.npy,train,6.0
img_1027.npy,train,8.0
img_1028.npy,train,5.0
img_1029.npy,train,5.0
img_1030.npy,train,2.0
img_1031.npy,train,6.0
img_1032.npy,train,2.0
img_1033.npy,train,9.0
img_1034.npy,train,8.0
img_1035.npy,train,8.0
img_1036.npy,train,4.0
img_1037.npy,train,5.0
img_1038.npy,train,3.0
img_1039.npy,train,3.0
img_1040.npy,train,3.0
img_1041.npy,train,5.0
img_1042.npy,train,6.0
img_1043.npy,train,0.0
img_1044.npy,train,2.0
img_1045.npy,train,9.0
img_1046.npy,train,4.0
img_1047.npy,train,2.0
img_1048.npy,train,3.0
img_1049.npy,train,7.0
img_1050.npy,train,0.0
img_1051.npy,train,6.0
img_1052.npy,train,5.0
img_1053.npy,train,3.0
img_1054.npy,train,6.0
img_1055.npy,train,2.0
img_1056.npy,train,8.0
img_1057.npy,train,1.0
img_1058.npy,train,3.0
img_1059.npy,train,7.0
img_1060.npy,train,5.0
img_1061.npy,train,3.0
img_1062.npy,train,2.0
img_1063.npy,train,8.0
img_1064.npy,train,9.0
img_1065.npy,train,0.0
img_1066.npy,train,4.0
img_1067.npy,train,6.0
img_1068.npy,train,3.0
img_1069.npy,train,8.0
